nsel,atrain,atest,ftrain,ftest,nenhanced,nin,nout
11,0.7760416666666666,0.7447916666666666,0.7275517275517276,0.686138448707256,8,33,2
12,0.7838541666666666,0.75,0.7404708200672601,0.6942269409422694,9,33,2
13,0.78125,0.7083333333333334,0.7352941176470589,0.6307692307692307,10,33,2
14,0.7838541666666666,0.71875,0.7391282995702885,0.643956043956044,11,33,2
15,0.7864583333333334,0.7083333333333334,0.7402237402237402,0.6307692307692307,12,33,2
16,0.7890625,0.71875,0.7440737236187107,0.6481607167096511,13,33,2
17,0.7864583333333334,0.7291666666666666,0.7415966386554622,0.6611918012759603,14,33,2
18,0.7942708333333334,0.7239583333333334,0.7529782504254643,0.652636968766001,15,33,2
19,0.7916666666666666,0.7395833333333334,0.751737514142557,0.6703296703296704,16,33,2
20,0.7916666666666666,0.7447916666666666,0.7504873294346979,0.6825803839535747,17,33,2
21,0.7916666666666666,0.7447916666666666,0.7504873294346979,0.6825803839535747,17,33,2
22,0.7890625,0.7447916666666666,0.7467245352463622,0.6825803839535747,17,33,2
23,0.7942708333333334,0.7395833333333334,0.7529782504254643,0.677938808373591,18,33,2
24,0.8046875,0.7291666666666666,0.7642725598526703,0.6650563607085347,19,33,2
25,0.8072916666666666,0.7239583333333334,0.7668067226890756,0.6605170975813177,20,33,2
26,0.8072916666666666,0.7239583333333334,0.7668067226890756,0.6605170975813177,21,33,2
27,0.8046875,0.7239583333333334,0.7654856807836687,0.6605170975813177,21,33,2
28,0.796875,0.71875,0.7591353576942872,0.6631578947368422,22,33,2
29,0.796875,0.7135416666666666,0.7591353576942872,0.6551611533814453,23,33,2
30,0.7942708333333334,0.71875,0.7554475319838448,0.6596638655462186,23,33,2
31,0.7942708333333334,0.7135416666666666,0.7554475319838448,0.6515196515196515,24,33,2
32,0.8046875,0.7135416666666666,0.766671257625718,0.6515196515196515,24,33,2
33,0.796875,0.71875,0.7579440762889931,0.656005308560053,25,33,2
1,0.7213541666666666,0.6875,0.6394745847482166,0.6257309941520468,1,33,2
2,0.7604166666666666,0.765625,0.7037037037037037,0.7148797148797149,1,33,2
3,0.7526041666666666,0.75,0.6965840756543653,0.7005847953216374,2,33,2
4,0.75,0.7552083333333334,0.6974789915966386,0.7164315117996418,2,33,2
5,0.7708333333333334,0.71875,0.7269112655568126,0.6664951106536283,3,33,2
6,0.7630208333333334,0.7291666666666666,0.7196743010709559,0.6819166560468969,4,33,2
7,0.7760416666666666,0.7447916666666666,0.7331178277032488,0.7016648168701443,4,33,2
8,0.7916666666666666,0.7552083333333334,0.7492081115501421,0.7082915791175044,5,33,2
9,0.7916666666666666,0.7552083333333334,0.7492081115501421,0.7111303178718908,5,33,2
10,0.7890625,0.7552083333333334,0.7467245352463622,0.7082915791175044,6,33,2
11,0.8020833333333334,0.75,0.761747705972635,0.7005847953216374,7,33,2
12,0.7994791666666666,0.75,0.7592319656045665,0.7005847953216374,8,33,2
13,0.796875,0.7447916666666666,0.7542016806722689,0.686138448707256,8,33,2
14,0.796875,0.7604166666666666,0.7567251461988305,0.7159032424086464,9,33,2
15,0.796875,0.765625,0.7567251461988305,0.7207047034103766,10,33,2
16,0.8072916666666666,0.7604166666666666,0.7692007797270954,0.7130604288499025,11,33,2
17,0.8046875,0.7552083333333334,0.7654856807836687,0.7053195310714169,12,33,2
18,0.8046875,0.7552083333333334,0.7654856807836687,0.7053195310714169,12,33,2
19,0.8046875,0.7552083333333334,0.7654856807836687,0.7053195310714169,12,33,2
20,0.8046875,0.75,0.7654856807836687,0.7005847953216374,12,33,2
21,0.7994791666666666,0.7552083333333334,0.7592319656045665,0.7082915791175044,13,33,2
22,0.8020833333333334,0.7552083333333334,0.761747705972635,0.7082915791175044,14,33,2
23,0.8020833333333334,0.7552083333333334,0.761747705972635,0.7082915791175044,15,33,2
24,0.7994791666666666,0.7604166666666666,0.7592319656045665,0.7130604288499025,16,33,2
25,0.8098958333333334,0.75,0.7693503928909369,0.6974789915966386,17,33,2
26,0.8072916666666666,0.75,0.7668067226890756,0.6974789915966386,18,33,2
27,0.8098958333333334,0.7552083333333334,0.7705586249232659,0.7053195310714169,19,33,2
28,0.8072916666666666,0.7291666666666666,0.7680175031838814,0.6722689075630253,20,33,2
29,0.8046875,0.7291666666666666,0.7642725598526703,0.6687458526874586,21,33,2
30,0.8046875,0.7291666666666666,0.7642725598526703,0.6687458526874586,22,33,2
31,0.8125,0.7291666666666666,0.7706702057067021,0.6722689075630253,23,33,2
32,0.8125,0.7291666666666666,0.7706702057067021,0.6722689075630253,24,33,2
33,0.8098958333333334,0.7291666666666666,0.768114023840446,0.6756335282651073,25,33,2
1,0.7291666666666666,0.6927083333333334,0.6705276705276706,0.6338128333602715,1,33,2
2,0.7473958333333334,0.7604166666666666,0.691877538527716,0.7159032424086464,1,33,2
3,0.7526041666666666,0.734375,0.7044502596592428,0.6733277731442869,2,33,2
4,0.7552083333333334,0.7291666666666666,0.70682261208577,0.6650563607085347,3,33,2
5,0.7473958333333334,0.7291666666666666,0.6997267164864931,0.6687458526874586,4,33,2
6,0.7708333333333334,0.7552083333333334,0.7226890756302521,0.7053195310714169,5,33,2
7,0.7734375,0.765625,0.7279633897090556,0.7207047034103766,5,33,2
8,0.7734375,0.7447916666666666,0.7293386588458328,0.6895356895356894,6,33,2
9,0.7786458333333334,0.75,0.7355607586424804,0.6942269409422694,7,33,2
10,0.78125,0.7604166666666666,0.7380116959064327,0.7037037037037037,8,33,2
11,0.78125,0.7447916666666666,0.7366685171276491,0.6895356895356894,9,33,2
12,0.78125,0.7447916666666666,0.7352941176470589,0.6895356895356894,10,33,2
13,0.7864583333333334,0.7447916666666666,0.7415966386554622,0.6895356895356894,11,33,2
14,0.7864583333333334,0.75,0.7415966386554622,0.6974789915966386,12,33,2
15,0.7942708333333334,0.7447916666666666,0.7517004297114794,0.6958784548246323,13,33,2
16,0.796875,0.75,0.7567251461988305,0.7035512094698919,14,33,2
17,0.8020833333333334,0.75,0.7641506384354291,0.706384605581751,15,33,2
18,0.7994791666666666,0.75,0.7604491578290704,0.706384605581751,15,33,2
19,0.796875,0.7552083333333334,0.7567251461988305,0.7111303178718908,16,33,2
20,0.8020833333333334,0.7604166666666666,0.761747705972635,0.7159032424086464,17,33,2
21,0.7942708333333334,0.75,0.7554475319838448,0.7090909090909091,17,33,2
22,0.7942708333333334,0.75,0.7554475319838448,0.7090909090909091,18,33,2
23,0.796875,0.7447916666666666,0.7579440762889931,0.704364767620903,19,33,2
24,0.796875,0.75,0.7579440762889931,0.7090909090909091,20,33,2
25,0.7994791666666666,0.75,0.7616387337057728,0.7090909090909091,20,33,2
26,0.8020833333333334,0.75,0.7641506384354291,0.7090909090909091,21,33,2
27,0.8020833333333334,0.7552083333333334,0.7641506384354291,0.7164315117996418,22,33,2
28,0.8020833333333334,0.7552083333333334,0.7641506384354291,0.7164315117996418,23,33,2
29,0.7994791666666666,0.7604166666666666,0.7616387337057728,0.7212121212121212,23,33,2
30,0.7994791666666666,0.7604166666666666,0.7616387337057728,0.7212121212121212,24,33,2
31,0.796875,0.75,0.7591353576942872,0.7090909090909091,25,33,2
32,0.7890625,0.7552083333333334,0.7492563302619168,0.7164315117996418,25,33,2
33,0.7890625,0.7552083333333334,0.7492563302619168,0.7164315117996418,25,33,2
1,0.7291666666666666,0.6927083333333334,0.6650563607085347,0.6133128520225295,1,33,2
2,0.7552083333333334,0.7552083333333334,0.7022077022077022,0.6989491242702253,1,33,2
3,0.7682291666666666,0.7604166666666666,0.717289700298626,0.7037037037037037,1,33,2
4,0.7708333333333334,0.7552083333333334,0.7255360623781677,0.7082915791175044,2,33,2
5,0.7708333333333334,0.75,0.728255275347401,0.7005847953216374,3,33,2
6,0.7682291666666666,0.7447916666666666,0.7231165590491854,0.692779936648924,3,33,2
7,0.7682291666666666,0.75,0.7187970543464846,0.6908212560386473,4,33,2
8,0.7708333333333334,0.75,0.7241289227051562,0.6908212560386473,5,33,2
9,0.7708333333333334,0.7552083333333334,0.728255275347401,0.7022077022077022,6,33,2
10,0.7682291666666666,0.7604166666666666,0.7244915233742049,0.7100840336134454,7,33,2
11,0.7682291666666666,0.7447916666666666,0.7244915233742049,0.692779936648924,7,33,2
12,0.7760416666666666,0.734375,0.7344312918167781,0.6834653305317602,8,33,2
13,0.7864583333333334,0.765625,0.7455309519961208,0.7148797148797149,8,33,2
14,0.7864583333333334,0.7604166666666666,0.7467833247555327,0.7100840336134454,9,33,2
15,0.7942708333333334,0.7604166666666666,0.7529782504254643,0.7100840336134454,10,33,2
16,0.7916666666666666,0.7552083333333334,0.7492081115501421,0.7022077022077022,11,33,2
17,0.78125,0.7604166666666666,0.7393243898496848,0.7130604288499025,12,33,2
18,0.7786458333333334,0.7552083333333334,0.7368739268180609,0.7082915791175044,13,33,2
19,0.7838541666666666,0.75,0.7443183185592235,0.7035512094698919,14,33,2
20,0.78125,0.75,0.7406073082861555,0.7035512094698919,15,33,2
21,0.78125,0.7604166666666666,0.7393243898496848,0.7100840336134454,15,33,2
22,0.7890625,0.7447916666666666,0.7480049582357755,0.686138448707256,16,33,2
23,0.7890625,0.7447916666666666,0.7492563302619168,0.686138448707256,17,33,2
24,0.7864583333333334,0.7447916666666666,0.7455309519961208,0.686138448707256,18,33,2
25,0.7916666666666666,0.7395833333333334,0.7492081115501421,0.6703296703296704,19,33,2
26,0.7864583333333334,0.7447916666666666,0.7429383143388957,0.678853046594982,19,33,2
27,0.7864583333333334,0.734375,0.7429383143388957,0.6657450076804916,20,33,2
28,0.7838541666666666,0.7395833333333334,0.7391282995702885,0.677938808373591,20,33,2
29,0.7838541666666666,0.7447916666666666,0.7391282995702885,0.6825803839535747,21,33,2
30,0.7838541666666666,0.75,0.7391282995702885,0.6908212560386473,22,33,2
31,0.7890625,0.7552083333333334,0.7467245352463622,0.6989491242702253,23,33,2
32,0.7916666666666666,0.7604166666666666,0.7492081115501421,0.7069674850696748,24,33,2
33,0.796875,0.765625,0.7554779087613885,0.7178591254939098,25,33,2
1,0.71875,0.6458333333333334,0.6275728294838177,0.5210564930300807,1,33,2
2,0.7708333333333334,0.703125,0.7226890756302521,0.6171150683972991,2,33,2
3,0.7604166666666666,0.7604166666666666,0.7100840336134454,0.700285054974888,2,33,2
4,0.7734375,0.75,0.730682725096133,0.6974789915966386,3,33,2
5,0.7838541666666666,0.7604166666666666,0.7455430920921321,0.7100840336134454,4,33,2
6,0.7838541666666666,0.7604166666666666,0.7430651285399889,0.7037037037037037,4,33,2
7,0.78125,0.78125,0.7380116959064327,0.7380116959064327,5,33,2
8,0.7786458333333334,0.7760416666666666,0.7355607586424804,0.7245704753961635,6,33,2
9,0.7734375,0.7760416666666666,0.730682725096133,0.7245704753961635,6,33,2
10,0.7734375,0.7604166666666666,0.730682725096133,0.700285054974888,7,33,2
11,0.7734375,0.75,0.730682725096133,0.6942269409422694,8,33,2
12,0.765625,0.7604166666666666,0.7192982456140351,0.7069674850696748,9,33,2
13,0.78125,0.7708333333333334,0.7380116959064327,0.7226890756302521,10,33,2
14,0.7734375,0.765625,0.7265561694290976,0.7234226447709594,10,33,2
15,0.7682291666666666,0.78125,0.7217096745299535,0.7406073082861555,11,33,2
16,0.7734375,0.7604166666666666,0.725116221664541,0.7130604288499025,12,33,2
17,0.796875,0.75,0.7554779087613885,0.7005847953216374,13,33,2
18,0.7890625,0.7552083333333334,0.7467245352463622,0.7053195310714169,14,33,2
19,0.78125,0.75,0.7393243898496848,0.6974789915966386,15,33,2
20,0.78125,0.7552083333333334,0.7393243898496848,0.7022077022077022,15,33,2
21,0.8072916666666666,0.7447916666666666,0.7680175031838814,0.686138448707256,16,33,2
22,0.8072916666666666,0.734375,0.7668067226890756,0.6768636768636769,17,33,2
23,0.8072916666666666,0.7395833333333334,0.7714873906330417,0.6881091617933723,17,33,2
24,0.8072916666666666,0.7395833333333334,0.7714873906330417,0.6881091617933723,18,33,2
25,0.8125,0.75,0.7742873003951278,0.7005847953216374,19,33,2
26,0.8098958333333334,0.7447916666666666,0.7693503928909369,0.692779936648924,20,33,2
27,0.8072916666666666,0.75,0.7680175031838814,0.7005847953216374,20,33,2
28,0.8072916666666666,0.75,0.7680175031838814,0.7005847953216374,21,33,2
29,0.8046875,0.7395833333333334,0.7654856807836687,0.6848739495798319,21,33,2
30,0.796875,0.7447916666666666,0.7591353576942872,0.6895356895356894,22,33,2
31,0.796875,0.7447916666666666,0.7579440762889931,0.692779936648924,23,33,2
32,0.7994791666666666,0.7447916666666666,0.7604491578290704,0.692779936648924,24,33,2
33,0.8020833333333334,0.75,0.762962962962963,0.7005847953216374,25,33,2
1,0.6875,0.6822916666666666,0.6135265700483092,0.6250840295784116,1,33,2
2,0.7604166666666666,0.6979166666666666,0.7069674850696748,0.6305242203052422,2,33,2
3,0.7578125,0.7447916666666666,0.7106723594558904,0.6958784548246323,3,33,2
4,0.7734375,0.75,0.7293386588458328,0.7005847953216374,3,33,2
5,0.7734375,0.7604166666666666,0.7279633897090556,0.7100840336134454,4,33,2
6,0.7760416666666666,0.7552083333333334,0.7317738791423003,0.7082915791175044,5,33,2
7,0.7734375,0.7552083333333334,0.7293386588458328,0.7053195310714169,6,33,2
8,0.7994791666666666,0.765625,0.7579864947820749,0.7178591254939098,7,33,2
9,0.7916666666666666,0.7760416666666666,0.7504873294346979,0.7331178277032488,7,33,2
10,0.7890625,0.765625,0.7480049582357755,0.7207047034103766,8,33,2
11,0.7760416666666666,0.7447916666666666,0.7344312918167781,0.6895356895356894,9,33,2
12,0.7786458333333334,0.765625,0.7368739268180609,0.7178591254939098,10,33,2
13,0.7864583333333334,0.765625,0.7467833247555327,0.7207047034103766,11,33,2
14,0.7838541666666666,0.7552083333333334,0.7430651285399889,0.7082915791175044,12,33,2
15,0.7916666666666666,0.7552083333333334,0.7504873294346979,0.7053195310714169,12,33,2
16,0.7916666666666666,0.75,0.7504873294346979,0.7005847953216374,13,33,2
17,0.7994791666666666,0.7447916666666666,0.7604491578290704,0.692779936648924,14,33,2
18,0.7916666666666666,0.7447916666666666,0.7504873294346979,0.6895356895356894,15,33,2
19,0.7994791666666666,0.7447916666666666,0.7592319656045665,0.692779936648924,16,33,2
20,0.796875,0.75,0.7554779087613885,0.7005847953216374,16,33,2
21,0.7994791666666666,0.7447916666666666,0.7579864947820749,0.692779936648924,17,33,2
22,0.7994791666666666,0.75,0.7579864947820749,0.7005847953216374,18,33,2
23,0.8020833333333334,0.75,0.7605042016806722,0.7005847953216374,18,33,2
24,0.7942708333333334,0.75,0.7517004297114794,0.7035512094698919,19,33,2
25,0.8046875,0.7291666666666666,0.7654856807836687,0.6756335282651073,20,33,2
26,0.8046875,0.734375,0.7642725598526703,0.6834653305317602,21,33,2
27,0.796875,0.7395833333333334,0.752895752895753,0.6911991765311374,22,33,2
28,0.8020833333333334,0.7395833333333334,0.7605042016806722,0.6911991765311374,23,33,2
29,0.7994791666666666,0.7395833333333334,0.7592319656045665,0.6881091617933723,24,33,2
30,0.8046875,0.7447916666666666,0.7654856807836687,0.6958784548246323,24,33,2
31,0.8098958333333334,0.7239583333333334,0.7728933574223655,0.6742533371746855,24,33,2
32,0.7994791666666666,0.7239583333333334,0.7592319656045665,0.6742533371746855,24,33,2
33,0.7994791666666666,0.7239583333333334,0.7592319656045665,0.6742533371746855,25,33,2
1,0.7395833333333334,0.7552083333333334,0.6703296703296704,0.6882147669557406,0,33,2
2,0.7552083333333334,0.75,0.6972624798711755,0.6835164835164835,1,33,2
3,0.7708333333333334,0.7604166666666666,0.7226890756302521,0.7159032424086464,2,33,2
4,0.7682291666666666,0.75,0.7217096745299535,0.6974789915966386,3,33,2
5,0.7786458333333334,0.75,0.7342171048881578,0.6942269409422694,3,33,2
6,0.7864583333333334,0.7395833333333334,0.7480072985690963,0.6814863968148639,4,33,2
7,0.765625,0.7395833333333334,0.7207047034103766,0.6881091617933723,4,33,2
8,0.78125,0.7552083333333334,0.7366685171276491,0.7111303178718908,5,33,2
9,0.8020833333333334,0.75,0.7641506384354291,0.6974789915966386,6,33,2
10,0.7942708333333334,0.75,0.754227058032423,0.6974789915966386,7,33,2
11,0.796875,0.7291666666666666,0.7554779087613885,0.6650563607085347,8,33,2
12,0.7864583333333334,0.7447916666666666,0.7442495126705653,0.686138448707256,9,33,2
13,0.7838541666666666,0.7447916666666666,0.741782858439128,0.686138448707256,10,33,2
14,0.7838541666666666,0.75,0.7404708200672601,0.6942269409422694,11,33,2
15,0.7838541666666666,0.75,0.7404708200672601,0.6942269409422694,12,33,2
16,0.7838541666666666,0.7604166666666666,0.741782858439128,0.7069674850696748,12,33,2
17,0.7864583333333334,0.7604166666666666,0.7429383143388957,0.7130604288499025,13,33,2
18,0.7916666666666666,0.734375,0.7504873294346979,0.6802403422264311,14,33,2
19,0.7890625,0.7395833333333334,0.745414364640884,0.6848739495798319,15,33,2
20,0.7942708333333334,0.7395833333333334,0.7503928909367672,0.6848739495798319,16,33,2
21,0.7916666666666666,0.7447916666666666,0.7451891174518912,0.692779936648924,16,33,2
22,0.7994791666666666,0.734375,0.7567120582548237,0.6802403422264311,16,33,2
23,0.7942708333333334,0.7395833333333334,0.7503928909367672,0.6881091617933723,16,33,2
24,0.796875,0.7291666666666666,0.7501918265221017,0.6722689075630253,17,33,2
25,0.7994791666666666,0.7239583333333334,0.7567120582548237,0.6677007478039383,18,33,2
26,0.7994791666666666,0.7239583333333334,0.755407942954991,0.6742533371746855,19,33,2
27,0.7994791666666666,0.7395833333333334,0.7567120582548237,0.6911991765311374,20,33,2
28,0.8020833333333334,0.7395833333333334,0.7592317592317592,0.6911991765311374,21,33,2
29,0.7916666666666666,0.7291666666666666,0.7465597465597466,0.6819166560468969,22,33,2
30,0.7994791666666666,0.7239583333333334,0.755407942954991,0.6677007478039383,23,33,2
31,0.7994791666666666,0.71875,0.7567120582548237,0.656005308560053,23,33,2
32,0.7942708333333334,0.7135416666666666,0.7503928909367672,0.6515196515196515,24,33,2
33,0.7942708333333334,0.7239583333333334,0.7503928909367672,0.6641916641916642,25,33,2
1,0.7317708333333334,0.671875,0.6710332609726277,0.5964637197664721,1,33,2
2,0.7369791666666666,0.7239583333333334,0.6825537139349294,0.6641916641916642,1,33,2
3,0.75,0.7239583333333334,0.6958716958716958,0.671052206238888,2,33,2
4,0.7578125,0.734375,0.7106723594558904,0.6834653305317602,2,33,2
5,0.7734375,0.7552083333333334,0.7279633897090556,0.7053195310714169,3,33,2
6,0.765625,0.7447916666666666,0.7192982456140351,0.692779936648924,4,33,2
7,0.7864583333333334,0.7239583333333334,0.7429383143388957,0.6677007478039383,5,33,2
8,0.7864583333333334,0.7291666666666666,0.7415966386554622,0.6722689075630253,5,33,2
9,0.7864583333333334,0.734375,0.7415966386554622,0.6768636768636769,6,33,2
10,0.7942708333333334,0.7291666666666666,0.7490549025122635,0.6687458526874586,7,33,2
11,0.7994791666666666,0.734375,0.7567120582548237,0.6768636768636769,8,33,2
12,0.7890625,0.7291666666666666,0.742701862069536,0.6687458526874586,9,33,2
13,0.78125,0.734375,0.7366685171276491,0.6768636768636769,10,33,2
14,0.7786458333333334,0.7447916666666666,0.7342171048881578,0.692779936648924,10,33,2
15,0.7838541666666666,0.7395833333333334,0.741782858439128,0.6848739495798319,11,33,2
16,0.7838541666666666,0.7291666666666666,0.7404708200672601,0.6687458526874586,12,33,2
17,0.7916666666666666,0.734375,0.7492081115501421,0.6733277731442869,12,33,2
18,0.7916666666666666,0.734375,0.7492081115501421,0.6733277731442869,13,33,2
19,0.7994791666666666,0.71875,0.7604491578290704,0.6631578947368422,14,33,2
20,0.7942708333333334,0.7083333333333334,0.7566403273033573,0.650682261208577,15,33,2
21,0.7942708333333334,0.7135416666666666,0.7566403273033573,0.6551611533814453,16,33,2
22,0.8020833333333334,0.7239583333333334,0.7653113741636645,0.6742533371746855,17,33,2
23,0.7994791666666666,0.703125,0.7639375673625803,0.6426215589589523,17,33,2
24,0.8046875,0.7135416666666666,0.7689623360474911,0.6586390819460158,18,33,2
25,0.7916666666666666,0.7239583333333334,0.751737514142557,0.6677007478039383,19,33,2
26,0.7916666666666666,0.71875,0.7504873294346979,0.6631578947368422,20,33,2
27,0.7994791666666666,0.7291666666666666,0.7592319656045665,0.6788471435923829,21,33,2
28,0.796875,0.7239583333333334,0.7567251461988305,0.671052206238888,22,33,2
29,0.8020833333333334,0.7291666666666666,0.761747705972635,0.6788471435923829,22,33,2
30,0.8046875,0.71875,0.7642725598526703,0.6631578947368422,23,33,2
31,0.796875,0.7083333333333334,0.7554779087613885,0.6574487065120429,24,33,2
32,0.7942708333333334,0.6979166666666666,0.7517004297114794,0.6452147317446157,24,33,2
33,0.7942708333333334,0.6927083333333334,0.7529782504254643,0.6338128333602715,25,33,2
1,0.734375,0.6927083333333334,0.6637362637362637,0.6178008704747123,1,33,2
2,0.7578125,0.75,0.7013222711952294,0.6974789915966386,1,33,2
3,0.7682291666666666,0.7447916666666666,0.7157471866656686,0.6958784548246323,2,33,2
4,0.7526041666666666,0.7395833333333334,0.7029485289926469,0.6911991765311374,3,33,2
5,0.7526041666666666,0.734375,0.699839552392315,0.686545664073754,4,33,2
6,0.7578125,0.75,0.7092022441717492,0.7005847953216374,5,33,2
7,0.7890625,0.734375,0.7467245352463622,0.6733277731442869,6,33,2
8,0.7864583333333334,0.734375,0.7442495126705653,0.6733277731442869,7,33,2
9,0.7864583333333334,0.7291666666666666,0.7455309519961208,0.6722689075630253,8,33,2
10,0.7864583333333334,0.75,0.7467833247555327,0.6942269409422694,9,33,2
11,0.7890625,0.75,0.7480049582357755,0.6872539704085787,10,33,2
12,0.7864583333333334,0.75,0.7455309519961208,0.6908212560386473,10,33,2
13,0.78125,0.7604166666666666,0.7393243898496848,0.7069674850696748,10,33,2
14,0.78125,0.7604166666666666,0.7393243898496848,0.7069674850696748,10,33,2
15,0.78125,0.7291666666666666,0.7406073082861555,0.6722689075630253,11,33,2
16,0.7838541666666666,0.7291666666666666,0.7443183185592235,0.6722689075630253,12,33,2
17,0.7890625,0.7395833333333334,0.7492563302619168,0.6848739495798319,13,33,2
18,0.7890625,0.734375,0.7492563302619168,0.686545664073754,14,33,2
19,0.7864583333333334,0.734375,0.7455309519961208,0.6894878706199461,14,33,2
20,0.7890625,0.7291666666666666,0.7480049582357755,0.6819166560468969,15,33,2
21,0.7890625,0.7447916666666666,0.7492563302619168,0.6988379909728224,15,33,2
22,0.7916666666666666,0.7395833333333334,0.751737514142557,0.6941506308143239,16,33,2
23,0.7994791666666666,0.7291666666666666,0.7604491578290704,0.6788471435923829,16,33,2
24,0.7994791666666666,0.734375,0.7604491578290704,0.686545664073754,17,33,2
25,0.7994791666666666,0.734375,0.7604491578290704,0.686545664073754,18,33,2
26,0.7994791666666666,0.7395833333333334,0.7604491578290704,0.6911991765311374,19,33,2
27,0.8020833333333334,0.75,0.762962962962963,0.7005847953216374,20,33,2
28,0.8072916666666666,0.7552083333333334,0.7692007797270954,0.7022077022077022,20,33,2
29,0.8125,0.75,0.775438596491228,0.6942269409422694,21,33,2
30,0.8177083333333334,0.7604166666666666,0.7827703248747373,0.718618580349178,22,33,2
31,0.8151041666666666,0.75,0.7791154572190131,0.7035512094698919,23,33,2
32,0.8151041666666666,0.7447916666666666,0.7791154572190131,0.6958784548246323,24,33,2
33,0.8072916666666666,0.7395833333333334,0.7692007797270954,0.6881091617933723,25,33,2
1,0.7421875,0.7135416666666666,0.6855244980849885,0.6586390819460158,1,33,2
2,0.7526041666666666,0.6927083333333334,0.6965840756543653,0.6407800856191533,2,33,2
3,0.7630208333333334,0.7239583333333334,0.7168944592525379,0.671052206238888,2,33,2
4,0.7552083333333334,0.75,0.70682261208577,0.706384605581751,3,33,2
5,0.7760416666666666,0.7447916666666666,0.7303987199164027,0.692779936648924,3,33,2
6,0.7708333333333334,0.7239583333333334,0.7269112655568126,0.671052206238888,3,33,2
7,0.7682291666666666,0.734375,0.7258353054430228,0.6834653305317602,4,33,2
8,0.7786458333333334,0.7447916666666666,0.7381573141871565,0.6988379909728224,5,33,2
9,0.7864583333333334,0.7604166666666666,0.7467833247555327,0.7159032424086464,6,33,2
10,0.7890625,0.7708333333333334,0.7492563302619168,0.7226890756302521,6,33,2
11,0.7890625,0.7760416666666666,0.7492563302619168,0.7303987199164027,7,33,2
12,0.7890625,0.7760416666666666,0.7492563302619168,0.7303987199164027,8,33,2
13,0.8020833333333334,0.7708333333333334,0.7641506384354291,0.7226890756302521,9,33,2
14,0.7916666666666666,0.7395833333333334,0.7492081115501421,0.6881091617933723,10,33,2
15,0.7994791666666666,0.75,0.7616387337057728,0.7035512094698919,10,33,2
16,0.7994791666666666,0.7552083333333334,0.7616387337057728,0.7082915791175044,11,33,2
17,0.796875,0.75,0.7579440762889931,0.7005847953216374,12,33,2
18,0.8020833333333334,0.7447916666666666,0.766445788917699,0.6958784548246323,13,33,2
19,0.8046875,0.7604166666666666,0.7700690591193964,0.7159032424086464,14,33,2
20,0.8046875,0.7604166666666666,0.7700690591193964,0.7159032424086464,14,33,2
21,0.8020833333333334,0.7604166666666666,0.7653113741636645,0.7159032424086464,15,33,2
22,0.7994791666666666,0.734375,0.7628013316754242,0.686545664073754,16,33,2
23,0.7994791666666666,0.734375,0.7628013316754242,0.686545664073754,17,33,2
24,0.796875,0.7447916666666666,0.7591353576942872,0.6988379909728224,17,33,2
25,0.7916666666666666,0.7447916666666666,0.7553205046514592,0.7069432763293151,18,33,2
26,0.7916666666666666,0.7447916666666666,0.7553205046514592,0.7069432763293151,19,33,2
27,0.796875,0.765625,0.7625495481211353,0.7284982559783804,19,33,2
28,0.8046875,0.7447916666666666,0.7700690591193964,0.704364767620903,20,33,2
29,0.8072916666666666,0.75,0.7725919523672333,0.7116756350894757,21,33,2
30,0.8020833333333334,0.7552083333333334,0.7653113741636645,0.7164315117996418,22,33,2
31,0.8020833333333334,0.75,0.7653113741636645,0.7116756350894757,23,33,2
32,0.7994791666666666,0.75,0.7616387337057728,0.7116756350894757,24,33,2
33,0.796875,0.75,0.7579440762889931,0.7116756350894757,25,33,2
1,0.6588541666666666,0.625,0.448946728449834,0.420814479638009,1,33,2
2,0.6666666666666666,0.6458333333333334,0.4993277105488326,0.5139964264443121,2,33,2
3,0.7473958333333334,0.734375,0.6772689858337304,0.6616798535051653,3,33,2
4,0.7526041666666666,0.7239583333333334,0.6896032401065287,0.6439841864045062,4,33,2
5,0.7708333333333334,0.7239583333333334,0.7181651376146789,0.652636968766001,4,33,2
6,0.7734375,0.78125,0.7236427407413535,0.7352941176470589,4,33,2
7,0.7760416666666666,0.7760416666666666,0.726078301260783,0.7303987199164027,5,33,2
8,0.7786458333333334,0.765625,0.7314353889825976,0.7207047034103766,6,33,2
9,0.78125,0.765625,0.7366685171276491,0.7207047034103766,7,33,2
10,0.78125,0.765625,0.7366685171276491,0.7207047034103766,8,33,2
11,0.7864583333333334,0.75,0.7442495126705653,0.6974789915966386,8,33,2
12,0.7838541666666666,0.7447916666666666,0.741782858439128,0.6895356895356894,9,33,2
13,0.7838541666666666,0.7447916666666666,0.741782858439128,0.692779936648924,10,33,2
14,0.7890625,0.7447916666666666,0.7480049582357755,0.692779936648924,11,33,2
15,0.7916666666666666,0.75,0.7504873294346979,0.6974789915966386,12,33,2
16,0.7942708333333334,0.75,0.754227058032423,0.6974789915966386,13,33,2
17,0.7916666666666666,0.75,0.7492081115501421,0.6974789915966386,14,33,2
18,0.7838541666666666,0.7604166666666666,0.7391282995702885,0.7100840336134454,15,33,2
19,0.7864583333333334,0.7552083333333334,0.7442495126705653,0.7022077022077022,15,33,2
20,0.7708333333333334,0.734375,0.728255275347401,0.6768636768636769,15,33,2
21,0.7760416666666666,0.734375,0.7331178277032488,0.6768636768636769,16,33,2
