run,dataset,nin,nout,time,ftrain,ftest,atrain,atest,nsel,nenhanced,sel,coefs
13,cancer,34,2,1.26311,0.9687767627747645,0.975284090909091,0.9714285714285714,0.9770114942528736,"[11]","[8]","[10101000001010100001110000000000101]","[[1.3770737302596532,0.0,0.3853953793949754,0.0,-0.16338676961321005,0.0,0.0,0.0,0.0,0.0,-0.6228796071452383,0.0,-0.4568777475129953,0.0,-0.3696464941515817,0.0,0.0,0.0,0.0,0.46864394926368647,0.38751478308162673,-0.37249238968423565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7354830963475822,0.0,-0.37824344413896877]]"
14,cancer,34,2,1.3503822,0.9625321153297174,0.9938409259849208,0.9657142857142857,0.9942528735632183,"[10]","[6]","[11001001000000000011000001100100001]","[[0.5482894077521239,0.24299169143500277,0.0,0.0,-0.07741637539265023,0.0,0.0,0.22037041142408245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08109799859425905,0.5671108584775868,0.0,0.0,0.0,0.0,0.0,-0.7579059374377762,0.12952751975710527,0.0,0.0,0.22865487697865639,0.0,0.0,0.0,0.0,-0.39465509388411507]]"
15,cancer,34,2,3.8162568,0.9686615808889367,0.9559891598915989,0.9714285714285714,0.9597701149425287,"[11]","[6]","[11001000110001010000000000010101001]","[[0.47566996026849107,0.3625961108179879,0.0,0.0,0.09896716941933517,0.0,0.0,0.0,0.18716254641635782,-0.13079712806992458,0.0,0.0,0.0,-0.20842307488069722,0.0,-0.8980810691747539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6448747335038947,0.0,0.41209583569600416,0.0,-0.3868583818530146,0.0,0.0,-0.15439011016532891]]"
16,cancer,34,2,1.3590119,0.9657165246351258,0.9876420454545455,0.9685714285714285,0.9885057471264368,"[8]","[4]","[11000000110001101001000000000000000]","[[0.718522147783303,0.273928010771341,0.0,0.0,0.0,0.0,0.0,0.0,0.23646387218009465,0.5278131600022594,0.0,0.0,0.0,-0.43986902986778914,0.17599427272310916,0.0,-0.7287946748931805,0.0,0.0,-1.4238601485293607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]]"
17,cancer,34,2,1.833224,0.9748346275524877,0.975117975117975,0.9771428571428571,0.9770114942528736,"[14]","[8]","[11100011101010100000000100010110100]","[[1.4482008078567699,0.6297332607545614,0.5126944479819215,0.0,0.0,0.0,-0.392840261336635,-0.30046913156400035,0.2954816796114568,0.0,-0.6118262872843427,0.0,-0.5904406905504984,0.0,0.3509963336471067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5261227684251227,0.0,0.0,0.0,-0.23714706204710137,0.0,-0.23813511500462625,0.38555838688849725,0.0,-0.2447249723426836,0.0,0.0]]"
18,cancer,34,2,1.520457,0.9688888888888889,0.975117975117975,0.9714285714285714,0.9770114942528736,"[8]","[5]","[11000000010010110100000000001000000]","[[0.9656648596160757,0.3914775463791234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0899972443386069,0.0,0.0,-0.9422762003186357,0.0,-0.43042914908051944,-0.5908798057894067,0.0,-0.38424763416343866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11985956094811537,0.0,0.0,0.0,0.0,0.0,0.0]]"
19,cancer,34,2,0.7961164,0.9688888888888889,0.9938409259849208,0.9714285714285714,0.9942528735632183,"[7]","[6]","[10000000000001010001010000010000010]","[[1.2794286566267283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10335080755044061,0.0,-0.1591605529828854,0.0,0.0,0.0,-0.8033112398369882,0.0,-0.221460576265011,0.0,0.0,0.0,0.0,0.0,-0.2488946959634948,0.0,0.0,0.0,0.0,0.0,-0.1587534995022893,0.0]]"
20,cancer,34,2,1.8062731,0.9686615808889367,0.9876420454545455,0.9714285714285714,0.9885057471264368,"[10]","[8]","[10000000100000110000100010100011001]","[[1.783390040593898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4511215066900887,0.0,0.0,0.0,0.0,0.0,-0.34072916453739777,0.4379001315854286,0.0,0.0,0.0,0.0,-0.7204064244568539,0.0,0.0,0.0,-0.41917995561600246,0.0,-0.3635326416389146,0.0,0.0,0.0,0.5910902339029679,-0.9710911501290219,0.0,0.0,-0.8008730038664739]]"
21,cancer,34,2,2.2447398,0.9687767627747645,0.975117975117975,0.9714285714285714,0.9770114942528736,"[14]","[7]","[11101101100110001000100101010000000]","[[0.9398204746751646,-0.3043880523631621,0.4769910049316104,0.0,0.050809411949052495,-0.7761944065546106,0.0,0.32107201342715636,-0.34490075028932027,0.0,0.0,0.06822404956201597,-0.7680661164961842,0.0,0.0,0.0,0.22034581144631357,0.0,0.0,0.0,0.5326003313087657,0.0,0.0,-1.105813171345828,0.0,-0.18623436731495274,0.0,0.4476996284600349,0.0,0.0,0.0,0.0,0.0,0.0,0.0]]"
22,cancer,34,2,1.94587,0.9657165246351258,0.9877205363443896,0.9685714285714285,0.9885057471264368,"[11]","[6]","[11111000000000000100001000100001110]","[[0.5472442022128796,0.020024761524849447,0.19086788544726793,0.4164412494253355,-0.04291416387341669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26271049586505074,0.0,0.0,0.0,0.0,0.1114624343774663,0.0,0.0,0.0,-0.6869950728878902,0.0,0.0,0.0,0.0,-0.319519585337038,0.3679693836127381,-0.2111821464727742,0.0]]"
23,cancer,34,2,2.3240977,0.9686615808889367,0.9687892376681615,0.9714285714285714,0.9712643678160919,"[11]","[7]","[10010000111000000011100000001001001]","[[0.5799644113824867,0.0,0.0,0.29910697830450306,0.0,0.0,0.0,0.0,0.8690956670749768,-0.2520177189548586,-0.10904832774529082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7739700149528491,-0.4649343692857124,-0.6304996558127834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.542843719327138,0.0,0.0,-0.6202990664113762,0.0,0.0,0.14980038376373103]]"
24,cancer,34,2,4.3427807,0.9688888888888889,0.9876420454545455,0.9714285714285714,0.9885057471264368,"[9]","[6]","[10100100000100011000110001000000000]","[[-0.12788783734666062,0.0,0.6411349617403423,0.0,0.0,0.4820804008814493,0.0,0.0,0.0,0.0,0.0,-0.3595454647506793,0.0,0.0,0.0,0.2696375612553089,0.8801328037672638,0.0,0.0,0.0,0.3305660889272,-0.43758527089321986,0.0,0.0,0.0,-0.5290604092855883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]]"
25,cancer,34,2,1.2237029,0.9719498837923757,0.9814016460612107,0.9742857142857143,0.9827586206896551,"[9]","[7]","[10100000001111100000100010000000000]","[[0.6677618123519105,0.0,0.46906253135240716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48011151615015585,0.2734962394936222,0.271631013017805,-0.959886593101408,-0.4999190480816285,0.0,0.0,0.0,0.0,0.0,0.2164128735471233,0.0,0.0,0.0,-0.6137652595494699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]]"
26,cancer,34,2,1.981986,0.9625321153297174,0.9687892376681615,0.9657142857142857,0.9712643678160919,"[5]","[3]","[11000000000000001100000000000000001]","[[0.9927167264101878,0.20703850574241064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22740875102840963,-0.33466695156366777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6452840164354972]]"
27,cancer,34,2,1.8615497,0.9655915131690663,0.975117975117975,0.9685714285714285,0.9770114942528736,"[11]","[6]","[11001100100000000010000000101000111]","[[0.985295637039339,0.4198476600283437,0.0,0.0,-0.5873666425323745,-0.37400610829020126,0.0,0.0,0.7561247985217572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.680489919020483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4831771917307416,0.0,-1.2005231946996957,0.0,0.0,0.0,-0.3099893087909745,-0.41138689604946027,0.5385491818009975]]"
28,cancer,34,2,2.2059379,0.9688888888888889,0.9876420454545455,0.9714285714285714,0.9885057471264368,"[11]","[6]","[11110001000010000000001101000010010]","[[-0.0006952563563137625,0.10999992876689738,0.251013450519099,0.3943581126042434,0.0,0.0,0.0,0.2902116449098626,0.0,0.0,0.0,0.0,0.025903874774957907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24199453255330036,0.15447936213831742,0.0,0.31790240559080035,0.0,0.0,0.0,0.0,0.15024961517613367,0.0,0.0,-0.5458300929571163,0.0]]"
29,cancer,34,2,2.3537087,0.9686615808889367,0.9814016460612107,0.9714285714285714,0.9827586206896551,"[12]","[7]","[10001011010010010010110011000000000]","[[2.4442730296881345,0.0,0.0,0.0,0.5498252090405342,0.0,-0.45721983823645673,-0.598463593191954,0.0,-0.31011533818737624,0.0,0.0,-0.34811411712609563,0.0,0.0,-0.9154212631807636,0.0,0.0,-0.23416699884370243,0.0,0.286824565282164,-0.6850489553187891,0.0,0.0,-0.27634227225802477,-0.2856354253679548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]]"
30,cancer,34,2,1.0961084,0.9655915131690663,0.9559891598915989,0.9685714285714285,0.9597701149425287,"[10]","[6]","[11110000000000001000101000101100000]","[[0.9680129944047634,0.44689207569162526,-0.27546031435758217,0.3408492037161985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5022542559577828,0.0,0.0,0.0,0.29385646338738447,0.0,-0.9296167687622595,0.0,0.0,0.0,-0.41509023845857007,0.0,-0.1938761791574974,-0.3405153287554686,0.0,0.0,0.0,0.0,0.0]]"
1,card,74,2,31.0870183,0.906674781903023,0.8488167680865449,0.9072463768115943,0.8488372093023255,"[28]","[9]","[110110011100000001100000010101110000000011100000110000000110110110100010100]","[[0.21700619411938818,-0.04884575753298031,0.0,-0.43033791063019594,-0.048465451141188075,0.0,0.0,0.6831855685988555,0.7662949615094232,-0.1711043928966309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11809261510119379,0.11879762080423764,0.0,0.0,0.0,0.0,0.0,0.0,-0.19282659113816356,0.0,0.1975479954741967,0.0,0.30095985210003834,-0.07583988985841572,-0.1472551037842895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08568391691160926,-0.5677271430988846,-0.05441439562190083,0.0,0.0,0.0,0.0,0.0,0.7334613277436904,-0.25895912067186144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09895734286106787,0.04458028643286645,0.0,-0.08585721855451581,-0.05884352140136527,0.0,0.0802372258175693,0.07766337345875578,0.0,0.05609950922110473,0.0,0.0,0.0,0.14705697170989676,0.0,-0.022720439314358916,0.0,0.0]]"
2,card,74,2,47.1566052,0.9124246936979625,0.8602951130364154,0.9130434782608695,0.8604651162790697,"[32]","[8]","[111010011100000001101000010111010101000001111100110100101001001000000111000]","[[0.4122672759660328,0.2293851401344267,0.21093617087999092,0.0,-0.17269890374363264,0.0,0.0,0.3890421089728623,0.6174659738211543,-0.4916345116622569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09719416018070187,0.17465934807129832,0.0,0.09481246506416945,0.0,0.0,0.0,0.0,-0.07739675652901835,0.0,0.17718345859786305,0.1801748321667235,0.5394517778964025,0.0,-0.11100750801722084,0.0,0.7134766551833389,0.0,0.26750360340303925,0.0,0.0,0.0,0.0,0.0,-0.6021498229532402,-0.03955259620692408,-0.205345885102846,-0.021915968267041303,-0.11653620973603054,0.0,0.0,0.8227024364784432,-0.2667269304897157,0.0,0.08267612304694705,0.0,0.0,0.05263302888228411,0.0,-0.012860576912957297,0.0,0.0,-0.7690566140800288,0.0,0.0,0.06806481793129737,0.0,0.0,0.0,0.0,0.0,0.0,0.025002239946221232,-0.27070600255523913,-0.165736485200839,0.0,0.0,0.0]]"
3,card,74,2,47.1362206,0.9210599910170253,0.8485094850948509,0.9217391304347826,0.8488372093023255,"[36]","[15]","[111000111100000101001000000010110001000101110100111001011000110001011111111]","[[-0.658211770487076,0.527897428750746,0.4880193811696958,0.0,0.0,0.0,-0.07446273326586698,1.0673819194302008,1.296569197572012,0.3806286340223809,0.0,0.0,0.0,0.0,0.0,0.0972719350284986,0.0,-0.1410660984158483,0.0,0.0,0.08654294693523365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03230812713610732,0.0,-0.06254986192238617,-0.12186230126508255,0.0,0.0,0.0,0.3092822653520907,0.0,0.0,0.0,0.45746749776906803,0.0,-0.6352166985951443,-0.08801888588537565,-0.13340818395636214,0.0,-0.09534887949620953,0.0,0.0,0.5739028401952666,-0.2963711885366914,0.0658320237065666,0.0,0.0,-0.13833187935704933,0.0,0.1016095962245185,0.09571179085999743,0.0,0.0,0.0,-0.019504163748997272,0.0386745203073786,0.0,0.0,0.0,-0.022277018384879457,0.0,0.08394160957666788,-0.24448696318034654,-0.08908799341794046,-0.0630590261998059,0.12846025048311038,-0.08998155871533295,0.13658067407155408,0.04334387907114628]]"
4,card,74,2,24.716246,0.9124246936979625,0.8661659731384688,0.9130434782608695,0.8662790697674418,"[30]","[9]","[111001100100001110000101000110001000010011101000111000010101100100011100000]","[[0.7558241806476789,0.29666109448672573,0.36755303497213027,0.0,0.0,0.15814307696821195,-0.09683621865980191,0.0,0.0,-0.8693762416140318,0.0,0.0,0.0,0.0,-0.5583558741949678,0.12858402505116123,-0.05919101859845211,0.0,0.0,0.0,0.0,0.0882046787241622,0.0,0.04210468360538847,0.0,0.0,0.0,0.2747457467069746,0.17496686650297572,0.0,0.0,0.0,0.1398356106281148,0.0,0.0,0.0,0.0,-0.11494132118555146,0.0,0.0,-0.0886303673643678,-0.6024202514964243,-0.1064338738798013,0.0,-0.11786295280575972,0.0,0.0,0.0,0.6271692350888837,-0.21062215724657382,-0.10306455785661023,0.0,0.0,0.0,0.0,-0.04506485312157591,0.0,-0.02744790037397048,0.0,-0.13133112801381389,-0.2881306358576221,0.0,0.0,-0.04729854818910216,0.0,0.0,0.0,0.14723619408576327,0.16139984813428415,0.11044521260002722,0.0,0.0,0.0,0.0,0.0]]"
5,card,74,2,19.1765839,0.9153015873015873,0.8778698224852071,0.9159420289855073,0.877906976744186,"[26]","[10]","[110110100010010001100000000110010000000001100000110100000111000010101101100]","[[1.0950650293483197,0.04717414048926416,0.0,-0.3970307272959349,-0.10837156548243518,0.0,-0.10473699829066047,0.0,0.0,0.0,-0.6558468745284476,0.0,0.0,-0.9817234355540262,0.0,0.0,0.0,-0.08690190115199523,0.06129331135415781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09896958477431843,0.12579347141227232,0.0,0.0,-0.11084629056617017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6580589299295351,-0.0796330956568148,0.0,0.0,0.0,0.0,0.0,0.571966758833974,-0.2962153986033412,0.0,-0.08007254176586183,0.0,0.0,0.0,0.0,0.0,0.028291348241918486,0.2589993048678333,0.037851807176693904,0.0,0.0,0.0,0.0,0.11201752957841271,0.0,-0.10754733614958661,0.0,-0.06055674783637288,-0.13626556795450775,0.0,-0.028388795567511362,-0.09882948131131596,0.0,0.0]]"
6,card,74,2,38.060198,0.9124246936979625,0.8428904902060286,0.9130434782608695,0.8430232558139535,"[35]","[13]","[111010011100000001011000010011001010001001111000110000111010111111001110000]","[[0.2734950807763253,0.38784639341844834,0.5651984734621471,0.0,-0.1182511745442959,0.0,0.0,0.5979751959409277,0.4511404549948582,-0.3875993506263061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1709124203501442,0.0,0.13495925097776007,0.15616793889722536,0.0,0.0,0.0,0.0,-0.23016268822561903,0.0,0.0,0.29843842990069197,0.6126938287603694,0.0,0.0,0.0928589104029536,0.0,-0.19426435276488577,0.0,0.0,0.0,0.3100372923879146,0.0,0.0,-0.5813308829484074,-0.09442822537203398,-0.3197173380559783,-0.15123432630410055,0.0,0.0,0.0,0.5812734421065314,-0.16044747277704324,0.0,0.0,0.0,0.0,-0.16488538846510103,-0.11362954472454098,-0.06713289898874256,0.0,-0.28909056462831,0.0,-0.12868593375333923,0.08985765641909943,-0.11969051751274136,-0.09020244367520071,0.0742578662590229,-0.05492451586321188,0.0,0.0,-0.16543590599419952,0.1568012425498133,-0.11332618925345005,0.0,0.0,0.0,0.0]]"
7,card,74,2,34.1498886,0.9125076080340839,0.8604462474645029,0.9130434782608695,0.8604651162790697,"[36]","[13]","[100111111000010111110010010001000010010001100100111101000001011111001101010]","[[0.1711169731551118,0.0,0.0,-0.28071022271000706,-0.06605904325143129,0.12941296602127847,-0.12155596993707818,0.4270418085629074,0.523243592289857,0.0,0.0,0.0,0.0,-0.1935456687497502,0.0,-0.08323379170350001,-0.13911514860593954,-0.14053327285926556,0.14637261903285181,0.15766153343853492,0.0,0.0,0.31805857729820325,0.0,0.0,-0.2173660280264013,0.0,0.0,0.0,0.33555187567547845,0.0,0.0,0.0,0.0,-0.3335639927192221,0.0,0.0,0.12929828107727603,0.0,0.0,0.0,-0.5261024552131617,-0.09207646076594098,0.0,0.0,0.0764043105791373,0.0,0.0,0.5733551330778001,-0.22193130631968938,-0.06516299778499227,0.06987524423627021,0.0,-0.03915986300937117,0.0,0.0,0.0,0.0,0.0,-0.04881680075827663,0.0,0.11862764707448425,0.1502741746998229,0.1707798605489096,0.1130942721994496,-0.17976546883956082,0.0,0.0,-0.08401604460395368,0.0805608759327549,0.0,0.14907470558518665,0.0,0.04069806878074353,0.0]]"
8,card,74,2,33.1247049,0.9153846804407946,0.8662383770076078,0.9159420289855073,0.8662790697674418,"[31]","[8]","[111001100110000100011010110110110010000101000100110100001010000101000010110]","[[0.7797587190282462,0.275740491386735,0.3700445833518978,0.0,0.0,0.22747596546294543,-0.18450901355178798,0.0,0.0,-1.0086067822282827,-0.9224356535442281,0.0,0.0,0.0,0.0,0.06705351696311324,0.0,0.0,0.0,0.1602876513423369,0.06028465687649948,0.0,0.6327733494277674,0.0,0.11594284062313208,-0.12714621384397376,0.0,0.16647943610675445,0.14917081715935282,0.0,-0.021933937698747095,-0.17795218830402026,0.0,0.0,-0.44224694213809607,0.0,0.0,0.0,0.0,0.45336422710255286,0.0,-0.5878607640149083,0.0,0.0,0.0,-0.1622303037496219,0.0,0.0,0.6908068259814328,-0.2990930908146099,0.0,0.06508942071905512,0.0,0.0,0.0,0.0,-0.11864826759852656,0.0,-0.05777666626632133,0.0,0.0,0.0,0.0,0.18674717489496012,0.0,-0.15465349314032023,0.0,0.0,0.0,0.0,0.16684117654260622,0.0,-0.17918387746670325,-0.058864914863106875,0.0]]"
9,card,74,2,22.8689566,0.9123356823417808,0.8546462495352061,0.9130434782608695,0.8546511627906976,"[26]","[12]","[111000000110000000000000010011010000000001100010111110001110010000011010101]","[[0.47282509257432037,0.4979929924827412,0.5031299878182743,0.0,0.0,0.0,0.0,0.0,0.0,-1.1128542029644952,-1.355092078688685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1602814860065696,0.0,0.0,0.1318896986100547,0.506520755599397,0.0,-0.1269938739727397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5322981551829994,-0.09352218689166941,0.0,0.0,0.0,0.3236590134041734,0.0,0.8183869888179633,-0.28362956049606786,-0.07747705427557908,-0.07563046660175803,0.12277112145996304,0.0,0.0,0.0,0.0667507499796412,-0.0597160832233224,0.04249854249836099,0.0,0.0,-0.14206091973408633,0.0,0.0,0.0,0.0,0.0,-0.17388190400073816,0.03976434023616534,0.0,-0.08798367771345968,0.0,0.048225123592066876,0.0,0.16560651168411597]]"
10,card,74,2,33.7135745,0.906674781903023,0.8546069315300084,0.9072463768115943,0.8546511627906976,"[30]","[7]","[110100100110000010101001001110110010100101100100110101000001001000000111000]","[[1.0022697155068967,0.021280181755161727,0.0,-0.3030691988730639,0.0,0.0,-0.07324939234181223,0.0,0.0,-0.9911588649106788,-0.8062946220703706,0.0,0.0,0.0,0.0,0.0,0.07411517205428629,0.0,0.12365764100555858,0.0,0.05642867265327536,0.0,0.0,0.07136722423794627,0.0,0.0,-0.0910753876104014,0.20089445863986666,0.029343663914116573,0.0,-0.10333725081022235,-0.18516448016253384,0.0,0.0,-0.30034924000237057,0.0,-0.06954402965255924,0.0,0.0,0.3435213106205893,0.0,-0.6275655333251325,-0.07686402384467973,0.0,0.0,-0.04405388825771431,0.0,0.0,0.638880276352554,-0.25485381344076286,0.0,-0.0666988636089191,0.0,0.10586352384711695,0.0,0.0,0.0,0.0,0.0,0.06963555777628934,0.0,0.0,0.0822485597616315,0.0,0.0,0.0,0.0,0.0,0.0,-0.05703976259646373,0.07874491387975611,-0.11280747072750383,0.0,0.0,0.0]]"
